Designer,Color,Description,Size,Price,Opening_Stock
Thom Browne,Black,Thome browne blazer,,1800,2
Billionaire,Blue,blazer,,800,1
Givenchy,Black,blazer,,400,1
Berluti,Grey,blazer,,1800,1
