Designer,Color,Description,Size,Price,Opening_Stock
Chrome Hearth,,Black with hand,,0,1
,,black purse,,0,1
Versace,,Brown bag,,0,1
KENZO,,black with green logo,,0,1
Phillip Plein,,Black with stones,,0,1
Thom browne,,Black purse with TB logo clip,,0,1
Thom browne,,Black purse with TB logo in d middle,,0,1
Thom browne,,Black purse with red bat logo,,0,1
Prada,,Brown with hand,,0,1
Prada,,Black purse with off-white logo,,0,1
Balenciaga,,Back bag,,0,1
Mullberry,,Brown cross bag,,0,1
